event_id,start_date,end_date,n_days_detected,n_detections,centroid_lat,centroid_lon,min_lat,max_lat,min_lon,max_lon,max_frp,sum_frp,satellites,n_high_conf,n_night,duration_days
2969,2014-10-02,2014-10-02,1,1,50.29649,-4.02912,50.29649,50.29649,-4.02912,-4.02912,4.63,4.63,SNPP,0,0,1
2970,2014-10-02,2014-10-02,1,1,52.8079,-2.62126,52.8079,52.8079,-2.62126,-2.62126,3.43,3.43,SNPP,0,0,1
2971,2014-10-02,2014-10-02,1,1,52.96882,-2.4502,52.96882,52.96882,-2.4502,-2.4502,1.61,1.61,SNPP,0,0,1
2972,2014-10-02,2014-10-02,1,1,54.34698,-0.92247,54.34698,54.34698,-0.92247,-0.92247,1.75,1.75,SNPP,0,0,1
2973,2014-10-02,2014-10-02,1,1,54.36185,-1.88925,54.36185,54.36185,-1.88925,-1.88925,2.87,2.87,SNPP,0,0,1
2974,2014-10-02,2014-10-02,1,1,54.4851,-2.62384,54.4851,54.4851,-2.62384,-2.62384,1.96,1.96,SNPP,0,0,1
2975,2014-10-02,2014-10-02,1,1,54.98923,-1.88751,54.98923,54.98923,-1.88751,-1.88751,3.15,3.15,SNPP,0,0,1
2976,2014-10-02,2014-10-02,1,1,55.04931,-6.66816,55.04931,55.04931,-6.66816,-6.66816,3.1,3.1,SNPP,0,0,1
2977,2014-10-03,2014-10-03,1,2,52.53636,0.08202,52.53615,52.53656,0.081,0.08304,0.87,1.48,SNPP,0,2,1
2978,2014-10-03,2014-10-03,1,1,50.81474,-0.57359,50.81474,50.81474,-0.57359,-0.57359,3.47,3.47,SNPP,0,0,1
2979,2014-10-03,2014-10-03,1,1,51.12819,-0.91761,51.12819,51.12819,-0.91761,-0.91761,2.73,2.73,SNPP,0,0,1
2980,2014-10-03,2014-10-03,1,3,51.13075,-0.79553,51.12823,51.13251,-0.7979,-0.79229,5.04,15.12,SNPP,0,0,1
2981,2014-10-03,2014-10-03,1,1,51.89256,1.22313,51.89256,51.89256,1.22313,1.22313,2.1,2.1,SNPP,0,0,1
2982,2014-10-04,2014-10-04,1,1,51.24383,-0.15325,51.24383,51.24383,-0.15325,-0.15325,0.59,0.59,SNPP,0,1,1
2983,2014-10-04,2014-10-04,1,1,51.45154,0.63097,51.45154,51.45154,0.63097,0.63097,1.81,1.81,SNPP,0,1,1
2984,2014-10-05,2014-10-05,1,1,52.41719,1.08079,52.41719,52.41719,1.08079,1.08079,2.66,2.66,SNPP,0,0,1
2985,2014-10-05,2014-10-05,1,1,54.36716,-1.21133,54.36716,54.36716,-1.21133,-1.21133,2.51,2.51,SNPP,0,0,1
2986,2014-10-06,2014-10-06,1,1,50.61167,-3.81042,50.61167,50.61167,-3.81042,-3.81042,2.94,2.94,SNPP,0,0,1
2987,2014-10-07,2014-10-07,1,2,51.36894,-0.89304,51.36876,51.36911,-0.89372,-0.89236,3.09,5.6,SNPP,0,0,1
2988,2014-10-08,2014-10-08,1,1,51.26522,0.94223,51.26522,51.26522,0.94223,0.94223,4.28,4.28,SNPP,0,0,1
2989,2014-10-09,2014-10-10,2,2,51.36338,-0.55946,51.36261,51.36416,-0.56084,-0.55809,0.63,1.17,SNPP,0,2,2
2990,2014-10-09,2014-10-09,1,1,52.96857,-2.45359,52.96857,52.96857,-2.45359,-2.45359,5.24,5.24,SNPP,0,1,1
2991,2014-10-09,2014-10-12,4,5,53.28227,-2.79376,53.28048,53.28359,-2.79794,-2.79064,1.33,4.54,SNPP,0,5,4
2992,2014-10-09,2014-10-10,2,2,51.24438,-0.15382,51.24434,51.24441,-0.15625,-0.15139,0.4,0.77,SNPP,0,2,2
2993,2014-10-10,2014-10-10,1,1,52.27661,-2.27624,52.27661,52.27661,-2.27624,-2.27624,0.59,0.59,SNPP,0,1,1
2994,2014-10-10,2014-10-10,1,2,50.90243,-4.08677,50.90182,50.90304,-4.08705,-4.0865,6.07,11.0,SNPP,0,0,1
2995,2014-10-11,2014-10-11,1,1,53.9511,-0.92407,53.9511,53.9511,-0.92407,-0.92407,0.53,0.53,SNPP,0,1,1
2996,2014-10-12,2014-10-12,1,2,53.54232,-2.77512,53.54107,53.54356,-2.77664,-2.77361,1.27,1.91,SNPP,0,2,1
2997,2014-10-12,2014-10-12,1,1,51.15981,0.29534,51.15981,51.15981,0.29534,0.29534,1.15,1.15,SNPP,0,1,1
2998,2014-10-12,2014-10-12,1,2,53.37536,-1.6037,53.37481,53.37592,-1.60615,-1.60126,6.53,10.61,SNPP,0,0,1
2999,2014-10-13,2014-10-13,1,3,54.03714,-1.56411,54.0364,54.03772,-1.56417,-1.56403,1.19,1.95,SNPP,0,3,1
3000,2014-10-14,2014-10-14,1,1,52.20049,1.40886,52.20049,52.20049,1.40886,1.40886,2.66,2.66,SNPP,0,0,1
3001,2014-10-15,2014-10-15,1,2,52.94166,0.96926,52.94022,52.9431,0.9678,0.97072,1.81,2.8,SNPP,0,2,1
3002,2014-10-15,2014-10-15,1,1,52.69559,0.76058,52.69559,52.69559,0.76058,0.76058,2.63,2.63,SNPP,0,1,1
3003,2014-10-17,2014-10-17,1,2,52.42154,1.08978,52.42115,52.42192,1.08628,1.09329,2.12,3.7,SNPP,0,2,1
3004,2014-10-17,2014-10-17,1,1,52.78518,-2.3285,52.78518,52.78518,-2.3285,-2.3285,1.92,1.92,SNPP,0,1,1
3005,2014-10-19,2014-10-19,1,1,52.22213,-1.40979,52.22213,52.22213,-1.40979,-1.40979,5.66,5.66,SNPP,0,0,1
3006,2014-10-20,2014-10-22,3,12,52.9846,-0.44192,52.98029,52.98761,-0.44844,-0.43439,45.99,185.84,SNPP,1,10,3
3007,2014-10-20,2014-10-20,1,1,52.70329,0.47519,52.70329,52.70329,0.47519,0.47519,0.24,0.24,SNPP,0,1,1
3008,2014-10-21,2014-10-21,1,1,50.37615,-3.6167,50.37615,50.37615,-3.6167,-3.6167,2.91,2.91,SNPP,0,0,1
3009,2014-10-22,2014-10-22,1,1,51.24265,-0.15197,51.24265,51.24265,-0.15197,-0.15197,0.42,0.42,SNPP,0,1,1
3010,2014-10-27,2014-10-27,1,1,51.32656,0.03526,51.32656,51.32656,0.03526,0.03526,4.01,4.01,SNPP,0,0,1
3011,2014-10-27,2014-10-27,1,2,51.69504,-1.04096,51.69377,51.69632,-1.04116,-1.04077,3.88,7.53,SNPP,0,0,1
3012,2014-10-28,2014-10-28,1,2,51.26691,-2.43894,51.26667,51.26715,-2.44244,-2.43544,0.73,1.46,SNPP,0,2,1
3013,2014-10-31,2014-10-31,1,1,52.51843,0.31799,52.51843,52.51843,0.31799,0.31799,3.91,3.91,SNPP,0,0,1
3014,2014-11-01,2014-11-01,1,1,52.4374,0.94291,52.4374,52.4374,0.94291,0.94291,0.54,0.54,SNPP,0,1,1
3015,2014-11-01,2014-11-01,1,1,50.96782,-0.67079,50.96782,50.96782,-0.67079,-0.67079,0.33,0.33,SNPP,0,1,1
3016,2014-11-01,2014-11-01,1,1,51.41965,0.20016,51.41965,51.41965,0.20016,0.20016,0.62,0.62,SNPP,0,1,1
3017,2014-11-01,2014-11-01,1,1,52.02623,-0.18119,52.02623,52.02623,-0.18119,-0.18119,1.18,1.18,SNPP,0,1,1
3018,2014-11-01,2014-11-01,1,3,52.62136,0.73224,52.62088,52.62169,0.72925,0.7344,14.54,30.44,SNPP,1,0,1
3019,2014-11-01,2014-11-01,1,1,54.38109,-1.2323,54.38109,54.38109,-1.2323,-1.2323,6.82,6.82,SNPP,0,0,1
3020,2014-11-01,2014-11-01,1,1,53.60647,-0.72262,53.60647,53.60647,-0.72262,-0.72262,4.69,4.69,SNPP,0,0,1
3021,2014-11-02,2014-11-02,1,1,51.13284,0.83035,51.13284,51.13284,0.83035,0.83035,0.95,0.95,SNPP,0,1,1
3022,2014-11-02,2014-11-03,2,2,53.02859,-2.37317,53.02813,53.02905,-2.37438,-2.37196,5.56,7.19,SNPP,0,1,2
3023,2014-11-03,2014-11-03,1,1,52.90279,-0.61462,52.90279,52.90279,-0.61462,-0.61462,2.26,2.26,SNPP,0,0,1
3024,2014-11-04,2014-11-04,1,1,54.3548,-1.23683,54.3548,54.3548,-1.23683,-1.23683,2.19,2.19,SNPP,0,0,1
3025,2014-11-04,2014-11-04,1,1,54.39177,-1.26757,54.39177,54.39177,-1.26757,-1.26757,5.46,5.46,SNPP,0,0,1
3026,2014-11-05,2014-11-05,1,1,53.32405,-1.18239,53.32405,53.32405,-1.18239,-1.18239,1.71,1.71,SNPP,0,1,1
3027,2014-11-05,2014-11-05,1,1,53.49926,-1.04064,53.49926,53.49926,-1.04064,-1.04064,1.34,1.34,SNPP,0,1,1
3028,2014-11-05,2014-11-05,1,3,56.54561,-3.38672,56.5439,56.54716,-3.38895,-3.38383,2.53,4.39,SNPP,0,3,1
3029,2014-11-05,2014-11-05,1,1,53.35288,-2.5994,53.35288,53.35288,-2.5994,-2.5994,4.64,4.64,SNPP,0,0,1
3030,2014-11-05,2014-11-05,1,2,53.51971,-0.05404,53.51948,53.51994,-0.05414,-0.05394,4.65,8.79,SNPP,0,0,1
3031,2014-11-05,2014-11-05,1,1,51.10869,-2.75695,51.10869,51.10869,-2.75695,-2.75695,2.45,2.45,SNPP,0,0,1
3032,2014-11-06,2014-11-06,1,1,53.50715,-0.58828,53.50715,53.50715,-0.58828,-0.58828,0.43,0.43,SNPP,0,1,1
3033,2014-11-06,2014-11-06,1,2,53.64776,-1.18179,53.64735,53.64816,-1.18476,-1.17881,4.33,7.91,SNPP,0,2,1
3034,2014-11-06,2014-11-06,1,1,53.69061,-1.11154,53.69061,53.69061,-1.11154,-1.11154,0.63,0.63,SNPP,0,1,1
3035,2014-11-06,2014-11-06,1,1,53.71219,-1.16594,53.71219,53.71219,-1.16594,-1.16594,0.56,0.56,SNPP,0,1,1
3036,2014-11-06,2014-11-06,1,1,53.76106,-1.67976,53.76106,53.76106,-1.67976,-1.67976,2.55,2.55,SNPP,0,1,1
3037,2014-11-06,2014-11-06,1,1,53.83801,-0.43831,53.83801,53.83801,-0.43831,-0.43831,0.52,0.52,SNPP,0,1,1
3038,2014-11-06,2014-11-06,1,2,54.02457,-1.29238,54.02416,54.02498,-1.29542,-1.28935,1.13,1.83,SNPP,0,2,1
3039,2014-11-06,2014-11-06,1,3,50.68849,-2.16613,50.68647,50.68978,-2.16688,-2.16571,3.86,6.6,SNPP,0,3,1
3040,2014-11-06,2014-11-06,1,1,50.7586,-2.15215,50.7586,50.7586,-2.15215,-2.15215,0.49,0.49,SNPP,0,1,1
3041,2014-11-06,2014-11-06,1,4,50.87565,0.01294,50.86823,50.87972,0.00251,0.02141,1.53,4.01,SNPP,0,4,1
3042,2014-11-06,2014-11-06,1,1,51.6127,-3.28774,51.6127,51.6127,-3.28774,-3.28774,2.28,2.28,SNPP,0,1,1
3043,2014-11-06,2014-11-06,1,1,51.68107,0.47278,51.68107,51.68107,0.47278,0.47278,1.0,1.0,SNPP,0,1,1
3044,2014-11-06,2014-11-06,1,1,51.70432,0.28418,51.70432,51.70432,0.28418,0.28418,1.16,1.16,SNPP,0,1,1
3045,2014-11-06,2014-11-06,1,1,51.72701,0.60956,51.72701,51.72701,0.60956,0.60956,0.63,0.63,SNPP,0,1,1
3046,2014-11-06,2014-11-06,1,1,51.91126,-0.27302,51.91126,51.91126,-0.27302,-0.27302,0.7,0.7,SNPP,0,1,1
3047,2014-11-06,2014-11-06,1,1,51.91265,-0.671,51.91265,51.91265,-0.671,-0.671,0.4,0.4,SNPP,0,1,1
3048,2014-11-06,2014-11-06,1,1,51.94719,-0.76324,51.94719,51.94719,-0.76324,-0.76324,2.81,2.81,SNPP,0,1,1
3049,2014-11-06,2014-11-06,1,1,52.10629,1.08799,52.10629,52.10629,1.08799,1.08799,2.23,2.23,SNPP,0,1,1
3050,2014-11-06,2014-11-06,1,1,52.13937,-0.33244,52.13937,52.13937,-0.33244,-0.33244,0.61,0.61,SNPP,0,1,1
3051,2014-11-06,2014-11-06,1,1,52.31776,0.70066,52.31776,52.31776,0.70066,0.70066,0.63,0.63,SNPP,0,1,1
3052,2014-11-06,2014-11-06,1,2,52.36,-1.36248,52.35835,52.36166,-1.36311,-1.36185,2.04,4.08,SNPP,0,2,1
3053,2014-11-06,2014-11-06,1,1,52.37847,0.47191,52.37847,52.37847,0.47191,0.47191,0.58,0.58,SNPP,0,1,1
3054,2014-11-06,2014-11-08,2,3,52.4004,-1.38983,52.4003,52.40047,-1.39072,-1.38934,1.13,3.04,SNPP,0,3,3
3055,2014-11-06,2014-11-06,1,2,52.55204,-1.34315,52.55159,52.55249,-1.34371,-1.34259,1.43,2.22,SNPP,0,2,1
3056,2014-11-06,2014-11-06,1,1,52.89518,-1.28237,52.89518,52.89518,-1.28237,-1.28237,0.45,0.45,SNPP,0,1,1
3057,2014-11-06,2014-11-07,2,3,53.05905,-0.80169,53.05875,53.05923,-0.8049,-0.79836,6.08,13.18,SNPP,0,1,2
3058,2014-11-06,2014-11-06,1,1,53.28321,-0.02057,53.28321,53.28321,-0.02057,-0.02057,0.64,0.64,SNPP,0,1,1
3059,2014-11-06,2014-11-06,1,1,53.3759,-0.31713,53.3759,53.3759,-0.31713,-0.31713,1.24,1.24,SNPP,0,1,1
3060,2014-11-06,2014-11-06,1,2,53.38752,-1.08192,53.38716,53.38789,-1.08237,-1.08148,1.62,2.59,SNPP,0,2,1
3061,2014-11-06,2014-11-06,1,1,53.42435,-0.86884,53.42435,53.42435,-0.86884,-0.86884,0.82,0.82,SNPP,0,1,1
3062,2014-11-06,2014-11-06,1,1,53.42617,-1.56641,53.42617,53.42617,-1.56641,-1.56641,3.41,3.41,SNPP,0,1,1
3063,2014-11-08,2014-11-08,1,1,50.99995,-1.53791,50.99995,50.99995,-1.53791,-1.53791,1.0,1.0,SNPP,0,1,1
3064,2014-11-08,2014-11-08,1,2,51.32946,-0.87834,51.32887,51.33006,-0.87896,-0.87771,1.02,1.94,SNPP,0,2,1
3065,2014-11-08,2014-11-08,1,3,51.81125,-0.48338,51.80859,51.81334,-0.48605,-0.48192,0.79,1.73,SNPP,0,3,1
3066,2014-11-08,2014-11-08,1,2,52.01888,-1.47582,52.01771,52.02005,-1.47725,-1.47439,1.54,2.3,SNPP,0,2,1
3067,2014-11-08,2014-11-08,1,1,52.08571,0.72679,52.08571,52.08571,0.72679,0.72679,0.62,0.62,SNPP,0,1,1
3068,2014-11-08,2014-11-08,1,2,52.1888,-1.8753,52.18842,52.18919,-1.8774,-1.87319,1.08,1.86,SNPP,0,2,1
3069,2014-11-08,2014-11-08,1,2,52.3257,0.22584,52.32535,52.32606,0.2254,0.22629,0.64,1.15,SNPP,0,2,1
3070,2014-11-08,2014-11-08,1,1,52.72911,-2.15938,52.72911,52.72911,-2.15938,-2.15938,1.22,1.22,SNPP,0,1,1
3071,2014-11-08,2014-11-08,1,1,52.88784,-2.85397,52.88784,52.88784,-2.85397,-2.85397,1.4,1.4,SNPP,0,1,1
3072,2014-11-08,2014-11-08,1,1,52.99436,-0.85466,52.99436,52.99436,-0.85466,-0.85466,1.73,1.73,SNPP,0,1,1
3073,2014-11-08,2014-11-08,1,2,53.07206,-1.34687,53.07127,53.07286,-1.34698,-1.34676,1.3,2.04,SNPP,0,2,1
3074,2014-11-08,2014-11-09,2,7,53.08236,-1.67849,53.08039,53.08485,-1.68136,-1.67705,4.29,17.71,SNPP,0,7,2
3075,2014-11-08,2014-11-08,1,1,54.19104,-0.28135,54.19104,54.19104,-0.28135,-0.28135,1.62,1.62,SNPP,0,1,1
3076,2014-11-08,2014-11-08,1,1,57.67605,-3.22036,57.67605,57.67605,-3.22036,-3.22036,2.53,2.53,SNPP,0,0,1
3077,2014-11-09,2014-11-09,1,1,52.33382,-1.86922,52.33382,52.33382,-1.86922,-1.86922,0.81,0.81,SNPP,0,1,1
3078,2014-11-09,2014-11-09,1,4,52.34167,-1.00076,52.33864,52.34424,-1.00382,-0.99788,1.99,6.32,SNPP,0,4,1
3079,2014-11-09,2014-11-09,1,1,52.36382,-1.99076,52.36382,52.36382,-1.99076,-1.99076,0.69,0.69,SNPP,0,1,1
3080,2014-11-09,2014-11-09,1,1,52.36731,-1.81309,52.36731,52.36731,-1.81309,-1.81309,0.78,0.78,SNPP,0,1,1
3081,2014-11-09,2014-11-09,1,1,52.40104,-2.15913,52.40104,52.40104,-2.15913,-2.15913,0.73,0.73,SNPP,0,1,1
3082,2014-11-09,2014-11-09,1,1,52.47763,-0.92502,52.47763,52.47763,-0.92502,-0.92502,0.65,0.65,SNPP,0,1,1
3083,2014-11-09,2014-11-09,1,1,52.50262,-1.62694,52.50262,52.50262,-1.62694,-1.62694,1.09,1.09,SNPP,0,1,1
3084,2014-11-09,2014-11-09,1,2,52.55533,-1.34416,52.55452,52.55614,-1.34431,-1.34401,1.61,2.36,SNPP,0,2,1
3085,2014-11-09,2014-11-09,1,3,52.66016,-1.72776,52.65971,52.66044,-1.73141,-1.72498,1.7,4.06,SNPP,0,3,1
3086,2014-11-09,2014-11-09,1,1,52.70649,0.21855,52.70649,52.70649,0.21855,0.21855,0.64,0.64,SNPP,0,1,1
3087,2014-11-09,2014-11-09,1,6,52.98676,-2.36697,52.98326,52.98925,-2.37199,-2.36339,2.4,10.08,SNPP,0,6,1
3088,2014-11-09,2014-11-09,1,1,52.99992,-1.7074,52.99992,52.99992,-1.7074,-1.7074,0.56,0.56,SNPP,0,1,1
3089,2014-11-09,2014-11-09,1,2,53.0136,-0.38852,53.01305,53.01416,-0.38982,-0.38721,1.32,1.6,SNPP,0,2,1
3090,2014-11-09,2014-11-09,1,1,53.19423,-1.21508,53.19423,53.19423,-1.21508,-1.21508,0.59,0.59,SNPP,0,1,1
3091,2014-11-09,2014-11-09,1,1,53.22409,-0.995,53.22409,53.22409,-0.995,-0.995,0.79,0.79,SNPP,0,1,1
3092,2014-11-09,2014-11-09,1,3,53.30829,-2.06117,53.30706,53.30894,-2.0657,-2.05816,1.49,3.57,SNPP,0,3,1
3093,2014-11-09,2014-11-09,1,1,53.49124,-1.0427,53.49124,53.49124,-1.0427,-1.0427,0.93,0.93,SNPP,0,1,1
3094,2014-11-09,2014-11-09,1,1,53.54416,-1.49475,53.54416,53.54416,-1.49475,-1.49475,0.79,0.79,SNPP,0,1,1
3095,2014-11-09,2014-11-09,1,2,53.689,-1.11164,53.68882,53.68917,-1.11263,-1.11064,0.48,0.94,SNPP,0,2,1
3096,2014-11-09,2014-11-09,1,3,53.77936,-1.24357,53.77774,53.78202,-1.24464,-1.24264,0.93,2.14,SNPP,0,3,1
3097,2014-11-09,2014-11-09,1,1,53.98027,-2.38035,53.98027,53.98027,-2.38035,-2.38035,1.24,1.24,SNPP,0,1,1
3098,2014-11-09,2014-11-09,1,2,54.04066,-1.18813,54.0398,54.04152,-1.1901,-1.18616,1.06,1.84,SNPP,0,2,1
3099,2014-11-09,2014-11-09,1,3,54.09873,-1.10617,54.09836,54.09924,-1.10637,-1.1058,1.47,2.94,SNPP,0,3,1
3100,2014-11-09,2014-11-09,1,2,53.52296,-2.05823,53.52271,53.52321,-2.05877,-2.0577,1.49,2.75,SNPP,0,2,1
3101,2014-11-09,2014-11-09,1,1,50.98157,-2.80171,50.98157,50.98157,-2.80171,-2.80171,1.14,1.14,SNPP,0,1,1
3102,2014-11-09,2014-11-09,1,1,52.63984,-2.67503,52.63984,52.63984,-2.67503,-2.67503,0.69,0.69,SNPP,0,1,1
3103,2014-11-10,2014-11-10,1,2,50.6914,-1.23901,50.69007,50.69274,-1.24021,-1.23781,3.05,4.79,SNPP,0,2,1
3104,2014-11-10,2014-11-10,1,1,51.4767,-0.68846,51.4767,51.4767,-0.68846,-0.68846,0.71,0.71,SNPP,0,1,1
3105,2014-11-12,2014-11-12,1,1,52.88729,-2.85509,52.88729,52.88729,-2.85509,-2.85509,2.67,2.67,SNPP,0,0,1
3106,2014-11-13,2014-11-13,1,1,51.0577,0.23054,51.0577,51.0577,0.23054,0.23054,4.35,4.35,SNPP,0,1,1
3107,2014-11-13,2014-11-13,1,1,51.16343,-0.26329,51.16343,51.16343,-0.26329,-0.26329,0.57,0.57,SNPP,0,1,1
3108,2014-11-15,2014-11-21,6,19,52.06633,0.06342,52.06043,52.06929,0.05571,0.07628,42.91,218.69,SNPP,2,12,7
3109,2014-11-15,2014-11-15,1,2,53.43393,-0.76387,53.43238,53.43548,-0.76493,-0.76281,1.76,2.36,SNPP,0,2,1
3110,2014-11-16,2014-11-16,1,1,53.54594,-2.5673,53.54594,53.54594,-2.5673,-2.5673,0.51,0.51,SNPP,0,1,1
3111,2014-11-20,2014-11-20,1,1,54.61169,-1.20062,54.61169,54.61169,-1.20062,-1.20062,11.26,11.26,SNPP,0,0,1
3112,2014-11-23,2014-11-23,1,2,55.9083,-4.61835,55.90737,55.90924,-4.6205,-4.6162,1.25,1.81,SNPP,0,2,1
3113,2014-11-24,2014-11-25,2,7,52.06716,0.06277,52.06507,52.06986,0.06008,0.06553,2.62,10.0,SNPP,0,7,2
3114,2014-12-03,2014-12-03,1,1,51.74663,-0.41327,51.74663,51.74663,-0.41327,-0.41327,0.63,0.63,SNPP,0,1,1
3115,2014-12-03,2014-12-03,1,1,52.50053,-1.95954,52.50053,52.50053,-1.95954,-1.95954,13.87,13.87,SNPP,1,1,1
3116,2014-12-06,2014-12-06,1,6,56.48914,-3.14079,56.48624,56.49088,-3.14613,-3.13749,2.75,10.26,SNPP,0,6,1
3117,2014-12-06,2014-12-06,1,1,54.05058,-0.96161,54.05058,54.05058,-0.96161,-0.96161,0.93,0.93,SNPP,0,1,1
3118,2014-12-08,2014-12-08,1,2,54.41458,-0.80502,54.41397,54.41519,-0.80664,-0.80341,4.94,8.38,SNPP,0,0,1
3119,2014-12-13,2014-12-14,2,6,51.62223,0.65753,51.62057,51.62397,0.65464,0.66327,4.62,17.67,SNPP,0,4,2
3120,2014-12-13,2014-12-13,1,1,52.47245,-1.45349,52.47245,52.47245,-1.45349,-1.45349,1.45,1.45,SNPP,0,0,1
3121,2014-12-14,2014-12-14,1,2,51.69918,-0.0646,51.69747,51.70088,-0.06516,-0.06403,1.58,3.16,SNPP,0,2,1
3122,2014-12-16,2014-12-16,1,1,55.65586,-2.09853,55.65586,55.65586,-2.09853,-2.09853,2.97,2.97,SNPP,0,0,1
3123,2014-12-16,2014-12-16,1,1,55.73595,-2.56874,55.73595,55.73595,-2.56874,-2.56874,4.91,4.91,SNPP,0,0,1
3124,2014-12-20,2014-12-20,1,1,54.38414,-0.87683,54.38414,54.38414,-0.87683,-0.87683,2.02,2.02,SNPP,0,0,1
3125,2014-12-20,2014-12-20,1,1,54.38426,-1.07477,54.38426,54.38426,-1.07477,-1.07477,4.43,4.43,SNPP,0,0,1
3126,2014-12-20,2014-12-20,1,2,54.47714,-0.93518,54.47689,54.47739,-0.93825,-0.93211,5.13,10.03,SNPP,0,0,1
3127,2014-12-27,2014-12-27,1,1,50.85392,-3.57598,50.85392,50.85392,-3.57598,-3.57598,4.18,4.18,SNPP,0,0,1
3128,2014-12-28,2014-12-28,1,1,51.76779,-3.36147,51.76779,51.76779,-3.36147,-3.36147,4.52,4.52,SNPP,0,1,1
3129,2014-12-29,2014-12-29,1,2,53.06481,-0.77587,53.0633,53.06632,-0.77643,-0.77531,1.81,3.1,SNPP,0,2,1
3130,2014-12-30,2014-12-30,1,1,53.06076,-0.80397,53.06076,53.06076,-0.80397,-0.80397,1.6,1.6,SNPP,0,1,1
3131,2014-12-30,2014-12-30,1,1,53.15479,-0.68316,53.15479,53.15479,-0.68316,-0.68316,1.48,1.48,SNPP,0,1,1
3132,2014-12-30,2014-12-30,1,1,51.83917,-0.71551,51.83917,51.83917,-0.71551,-0.71551,1.54,1.54,SNPP,0,0,1
3133,2014-12-31,2014-12-31,1,2,52.7077,-0.0107,52.70766,52.70775,-0.01155,-0.00985,4.2,5.83,SNPP,0,2,1
3134,2014-12-31,2015-01-02,2,2,53.9607,-1.18066,53.96066,53.96075,-1.18162,-1.17971,3.04,3.57,SNPP,0,1,3
3135,2015-01-02,2015-01-02,1,1,51.61167,-0.82642,51.61167,51.61167,-0.82642,-0.82642,1.91,1.91,SNPP,0,0,1
3136,2015-01-02,2015-01-02,1,1,55.67311,-2.79859,55.67311,55.67311,-2.79859,-2.79859,2.49,2.49,SNPP,0,0,1
3137,2015-01-04,2015-01-04,1,1,54.37681,-0.9482,54.37681,54.37681,-0.9482,-0.9482,4.58,4.58,SNPP,0,0,1
3138,2015-01-04,2015-01-05,2,5,54.38726,-1.25463,54.38324,54.39108,-1.25916,-1.24824,11.55,25.99,SNPP,0,0,2
3139,2015-01-04,2015-01-04,1,3,54.50558,-0.96974,54.50451,54.50657,-0.97422,-0.96449,10.13,18.49,SNPP,0,0,1
3140,2015-01-04,2015-01-04,1,1,56.9447,-2.79907,56.9447,56.9447,-2.79907,-2.79907,4.96,4.96,SNPP,0,0,1
3141,2015-01-04,2015-01-04,1,2,54.24528,-1.7758,54.24506,54.24551,-1.77608,-1.77552,3.89,7.42,SNPP,0,0,1
3142,2015-01-04,2015-01-04,1,1,54.33535,-0.97265,54.33535,54.33535,-0.97265,-0.97265,4.54,4.54,SNPP,0,0,1
3143,2015-01-04,2015-01-04,1,1,54.35796,-1.23354,54.35796,54.35796,-1.23354,-1.23354,5.35,5.35,SNPP,0,0,1
3144,2015-01-04,2015-01-04,1,1,54.36388,-0.76833,54.36388,54.36388,-0.76833,-0.76833,9.45,9.45,SNPP,0,0,1
3145,2015-01-04,2015-01-04,1,1,54.43576,-1.07015,54.43576,54.43576,-1.07015,-1.07015,8.93,8.93,SNPP,0,0,1
3146,2015-01-04,2015-01-04,1,2,54.50368,-1.05625,54.50221,54.50514,-1.05825,-1.05424,10.92,17.25,SNPP,0,0,1
3147,2015-01-05,2015-01-05,1,1,54.47663,-0.82888,54.47663,54.47663,-0.82888,-0.82888,7.06,7.06,SNPP,0,0,1
3148,2015-01-08,2015-01-08,1,3,54.49289,-1.03798,54.48963,54.49802,-1.04196,-1.0346,6.41,15.63,SNPP,0,0,1
3149,2015-01-08,2015-01-08,1,2,55.67292,-2.8128,55.6727,55.67314,-2.81329,-2.81232,3.74,6.27,SNPP,0,0,1
3150,2015-01-11,2015-01-11,1,1,54.8176,-1.61311,54.8176,54.8176,-1.61311,-1.61311,4.95,4.95,SNPP,0,1,1
3151,2015-01-16,2015-01-16,1,1,60.17445,-1.25103,60.17445,60.17445,-1.25103,-1.25103,0.94,0.94,SNPP,0,1,1
3152,2015-01-19,2015-01-19,1,1,54.61998,-1.18565,54.61998,54.61998,-1.18565,-1.18565,3.54,3.54,SNPP,0,0,1
3153,2015-01-20,2015-01-20,1,1,52.17688,1.03725,52.17688,52.17688,1.03725,1.03725,3.16,3.16,SNPP,0,0,1
3154,2015-01-23,2015-01-23,1,1,50.67083,-3.38416,50.67083,50.67083,-3.38416,-3.38416,3.54,3.54,SNPP,0,0,1
3155,2015-01-23,2015-01-23,1,1,51.79189,-1.19477,51.79189,51.79189,-1.19477,-1.19477,2.25,2.25,SNPP,0,0,1
3156,2015-01-24,2015-01-24,1,1,53.62943,-2.25704,53.62943,53.62943,-2.25704,-2.25704,0.38,0.38,SNPP,0,1,1
3157,2015-01-24,2015-01-25,2,3,55.87323,-2.20427,55.87118,55.87512,-2.20618,-2.20174,11.15,21.73,SNPP,0,0,2
3158,2015-01-27,2015-01-27,1,1,51.48138,-1.30603,51.48138,51.48138,-1.30603,-1.30603,1.21,1.21,SNPP,0,1,1
3159,2015-01-27,2015-01-27,1,1,54.43112,-0.59183,54.43112,54.43112,-0.59183,-0.59183,4.24,4.24,SNPP,0,0,1
3160,2015-01-30,2015-01-30,1,1,56.84894,-2.82792,56.84894,56.84894,-2.82792,-2.82792,4.94,4.94,SNPP,0,0,1
