event_id,start_date,end_date,n_days_detected,n_detections,centroid_lat,centroid_lon,min_lat,max_lat,min_lon,max_lon,max_frp,sum_frp,satellites,n_high_conf,n_night,duration_days
0,2012-01-22,2012-01-22,1,1,54.36408,-0.87634,54.36408,54.36408,-0.87634,-0.87634,3.11,3.11,SNPP,0,0,1
1,2012-01-23,2012-01-23,1,2,54.14294,-7.57318,54.14181,54.14408,-7.57573,-7.57063,1.42,2.79,SNPP,0,2,1
2,2012-01-23,2012-01-23,1,1,56.8248,-2.80849,56.8248,56.8248,-2.80849,-2.80849,9.36,9.36,SNPP,0,0,1
3,2012-01-23,2012-01-23,1,1,56.98484,-2.78851,56.98484,56.98484,-2.78851,-2.78851,3.81,3.81,SNPP,0,0,1
4,2012-01-23,2012-01-23,1,1,57.02106,-2.81182,57.02106,57.02106,-2.81182,-2.81182,5.51,5.51,SNPP,0,0,1
5,2012-01-26,2012-01-26,1,1,51.55556,0.3057,51.55556,51.55556,0.3057,0.3057,2.37,2.37,SNPP,0,0,1
6,2012-01-28,2012-01-28,1,1,55.90422,-3.68333,55.90422,55.90422,-3.68333,-3.68333,1.14,1.14,SNPP,0,1,1
7,2012-02-01,2012-02-01,1,1,52.15204,0.18205,52.15204,52.15204,0.18205,0.18205,2.28,2.28,SNPP,0,0,1
8,2012-02-01,2012-02-01,1,1,58.20201,-3.53431,58.20201,58.20201,-3.53431,-3.53431,2.29,2.29,SNPP,0,0,1
9,2012-02-01,2012-02-01,1,1,55.84768,-5.61139,55.84768,55.84768,-5.61139,-5.61139,3.28,3.28,SNPP,0,0,1
10,2012-02-01,2012-02-01,1,1,57.29082,-2.99333,57.29082,57.29082,-2.99333,-2.99333,3.6,3.6,SNPP,0,0,1
11,2012-02-01,2012-02-01,1,1,57.3763,-3.06833,57.3763,57.3763,-3.06833,-3.06833,7.9,7.9,SNPP,0,0,1
12,2012-02-01,2012-02-01,1,1,57.39457,-3.95921,57.39457,57.39457,-3.95921,-3.95921,4.88,4.88,SNPP,0,0,1
13,2012-02-01,2012-02-01,1,1,58.19754,-3.56947,58.19754,58.19754,-3.56947,-3.56947,7.19,7.19,SNPP,0,0,1
14,2012-02-02,2012-02-02,1,1,50.29852,-4.05749,50.29852,50.29852,-4.05749,-4.05749,3.38,3.38,SNPP,0,0,1
15,2012-02-02,2012-02-02,1,1,57.29207,-3.02139,57.29207,57.29207,-3.02139,-3.02139,5.76,5.76,SNPP,0,0,1
16,2012-02-02,2012-02-02,1,1,57.37215,-3.1139,57.37215,57.37215,-3.1139,-3.1139,3.2,3.2,SNPP,0,0,1
17,2012-02-03,2012-02-03,1,1,52.52252,0.4794,52.52252,52.52252,0.4794,0.4794,1.86,1.86,SNPP,0,0,1
18,2012-02-03,2012-02-03,1,1,53.89688,-1.83701,53.89688,53.89688,-1.83701,-1.83701,2.44,2.44,SNPP,0,0,1
19,2012-02-03,2012-02-03,1,7,54.38724,-1.25479,54.38392,54.39062,-1.26775,-1.24805,12.44,49.35,SNPP,0,0,1
20,2012-02-03,2012-02-03,1,2,57.32897,-3.074,57.32658,57.33136,-3.07694,-3.07106,3.72,6.42,SNPP,0,0,1
21,2012-02-03,2012-02-03,1,1,57.40158,-3.29533,57.40158,57.40158,-3.29533,-3.29533,4.01,4.01,SNPP,0,0,1
22,2012-02-03,2012-02-03,1,2,57.40398,-3.20408,57.40162,57.40634,-3.20669,-3.20148,8.78,16.08,SNPP,0,0,1
23,2012-02-03,2012-02-03,1,1,50.79975,-1.58073,50.79975,50.79975,-1.58073,-1.58073,6.31,6.31,SNPP,0,0,1
24,2012-02-03,2012-02-03,1,1,51.55382,0.3042,51.55382,51.55382,0.3042,0.3042,1.67,1.67,SNPP,0,0,1
25,2012-02-03,2012-02-03,1,1,54.31656,-1.14434,54.31656,54.31656,-1.14434,-1.14434,6.05,6.05,SNPP,0,0,1
26,2012-02-03,2012-02-03,1,1,58.19252,-3.61709,58.19252,58.19252,-3.61709,-3.61709,2.76,2.76,SNPP,0,0,1
27,2012-02-08,2012-02-08,1,1,53.98552,-2.57183,53.98552,53.98552,-2.57183,-2.57183,3.93,3.93,SNPP,0,0,1
28,2012-02-08,2012-02-08,1,1,54.82343,-2.05428,54.82343,54.82343,-2.05428,-2.05428,4.32,4.32,SNPP,0,0,1
29,2012-02-11,2012-02-11,1,1,51.47732,-2.48824,51.47732,51.47732,-2.48824,-2.48824,0.99,0.99,SNPP,0,1,1
30,2012-02-15,2012-02-15,1,1,53.97215,-1.81156,53.97215,53.97215,-1.81156,-1.81156,2.41,2.41,SNPP,0,0,1
31,2012-02-15,2012-02-15,1,1,57.97643,-4.10213,57.97643,57.97643,-4.10213,-4.10213,6.29,6.29,SNPP,0,0,1
32,2012-02-16,2012-02-16,1,1,50.71121,-2.23918,50.71121,50.71121,-2.23918,-2.23918,4.21,4.21,SNPP,0,0,1
33,2012-02-16,2012-02-16,1,1,54.39018,-0.58768,54.39018,54.39018,-0.58768,-0.58768,7.92,7.92,SNPP,0,0,1
34,2012-02-16,2012-02-16,1,1,56.79082,-3.1541,56.79082,56.79082,-3.1541,-3.1541,7.55,7.55,SNPP,0,0,1
35,2012-02-16,2012-02-16,1,4,56.91268,-2.85887,56.91049,56.91442,-2.86385,-2.85148,14.42,46.67,SNPP,0,0,1
36,2012-02-16,2012-02-16,1,2,57.00992,-3.2068,57.0083,57.01153,-3.20773,-3.20586,16.67,33.34,SNPP,0,0,1
37,2012-02-16,2012-02-16,1,2,56.81558,-3.42728,56.81557,56.81559,-3.42833,-3.42623,9.18,17.11,SNPP,0,0,1
38,2012-02-19,2012-02-19,1,1,51.33324,0.33795,51.33324,51.33324,0.33795,0.33795,0.58,0.58,SNPP,0,1,1
39,2012-02-19,2012-02-19,1,1,52.67629,0.09684,52.67629,52.67629,0.09684,0.09684,1.44,1.44,SNPP,0,1,1
40,2012-02-19,2012-02-19,1,1,51.5429,-0.27799,51.5429,51.5429,-0.27799,-0.27799,1.13,1.13,SNPP,0,1,1
41,2012-02-19,2012-02-19,1,2,54.33696,-1.13656,54.33569,54.33824,-1.13697,-1.13616,3.4,5.5,SNPP,0,0,1
42,2012-02-19,2012-02-19,1,1,53.39514,-1.6864,53.39514,53.39514,-1.6864,-1.6864,2.42,2.42,SNPP,0,0,1
43,2012-02-19,2012-02-19,1,2,53.44726,-1.67403,53.44646,53.44805,-1.67507,-1.67299,6.41,10.37,SNPP,0,0,1
44,2012-02-19,2012-02-19,1,1,53.7424,-1.95925,53.7424,53.7424,-1.95925,-1.95925,2.37,2.37,SNPP,0,0,1
45,2012-02-19,2012-02-19,1,1,54.20115,-1.81857,54.20115,54.20115,-1.81857,-1.81857,1.98,1.98,SNPP,0,0,1
46,2012-02-21,2012-02-21,1,1,53.20381,0.1807,53.20381,53.20381,0.1807,0.1807,2.11,2.11,SNPP,0,0,1
47,2012-02-22,2012-02-22,1,1,57.17734,-2.96327,57.17734,57.17734,-2.96327,-2.96327,4.28,4.28,SNPP,0,0,1
48,2012-02-23,2012-02-26,3,3,51.55999,-1.28556,51.5584,51.56162,-1.28755,-1.28306,3.13,6.31,SNPP,0,2,4
49,2012-02-24,2012-02-24,1,2,56.80151,-2.85023,56.79937,56.80365,-2.85216,-2.8483,14.89,29.78,SNPP,0,0,1
50,2012-02-24,2012-02-24,1,2,56.91045,-2.81233,56.90942,56.91148,-2.81387,-2.81079,11.1,19.68,SNPP,0,0,1
51,2012-02-24,2012-02-24,1,1,57.1988,-3.20476,57.1988,57.1988,-3.20476,-3.20476,13.12,13.12,SNPP,0,0,1
52,2012-02-24,2012-02-24,1,2,57.10306,-4.03044,57.10289,57.10323,-4.03061,-4.03027,6.01,10.31,SNPP,0,0,1
53,2012-02-24,2012-02-24,1,6,57.33105,-3.10132,57.32784,57.33656,-3.10693,-3.09134,82.26,251.74,SNPP,0,0,1
54,2012-02-25,2012-02-25,1,3,57.08467,-3.23115,57.08336,57.08643,-3.2341,-3.22603,6.61,14.86,SNPP,0,0,1
55,2012-02-25,2012-02-25,1,1,52.536,1.48444,52.536,52.536,1.48444,1.48444,2.73,2.73,SNPP,0,0,1
56,2012-02-25,2012-02-25,1,4,57.0117,-3.2401,57.00637,57.01497,-3.24907,-3.23009,15.85,57.0,SNPP,0,0,1
57,2012-02-26,2012-02-26,1,1,51.55918,-0.54656,51.55918,51.55918,-0.54656,-0.54656,0.82,0.82,SNPP,0,1,1
58,2012-02-26,2012-02-26,1,1,52.78844,-0.66762,52.78844,52.78844,-0.66762,-0.66762,0.41,0.41,SNPP,0,1,1
59,2012-02-28,2012-02-28,1,1,54.76871,-1.97611,54.76871,54.76871,-1.97611,-1.97611,4.31,4.31,SNPP,0,0,1
60,2012-02-28,2012-02-28,1,2,54.4222,-1.93402,54.42215,54.42224,-1.93772,-1.93033,5.08,8.94,SNPP,0,0,1
61,2012-02-28,2012-02-28,1,1,54.76902,-1.85928,54.76902,54.76902,-1.85928,-1.85928,4.57,4.57,SNPP,0,0,1
62,2012-02-28,2012-02-28,1,1,54.8637,-2.10785,54.8637,54.8637,-2.10785,-2.10785,5.23,5.23,SNPP,0,0,1
63,2012-02-29,2012-02-29,1,3,51.21217,-3.49797,51.20791,51.21537,-3.50299,-3.494,5.71,14.79,SNPP,0,0,1
64,2012-02-29,2012-02-29,1,2,51.14441,-3.21996,51.14375,51.14507,-3.22075,-3.21918,31.59,52.04,SNPP,0,0,1
65,2012-02-29,2012-02-29,1,1,55.45818,-2.013,55.45818,55.45818,-2.013,-2.013,8.34,8.34,SNPP,0,0,1
66,2012-02-29,2012-02-29,1,1,56.84629,-2.72247,56.84629,56.84629,-2.72247,-2.72247,3.35,3.35,SNPP,0,0,1
67,2012-03-01,2012-03-01,1,1,51.14949,-3.25009,51.14949,51.14949,-3.25009,-3.25009,2.98,2.98,SNPP,0,0,1
68,2012-03-01,2012-03-01,1,4,54.31788,-1.22108,54.31597,54.32099,-1.22367,-1.21784,6.04,18.78,SNPP,0,0,1
69,2012-03-01,2012-03-01,1,1,54.34967,-1.09494,54.34967,54.34967,-1.09494,-1.09494,2.05,2.05,SNPP,0,0,1
70,2012-03-01,2012-03-01,1,1,54.35567,-1.97781,54.35567,54.35567,-1.97781,-1.97781,2.6,2.6,SNPP,0,0,1
71,2012-03-01,2012-03-01,1,2,54.36536,-1.91064,54.36488,54.36585,-1.91117,-1.9101,6.1,9.08,SNPP,0,0,1
72,2012-03-01,2012-03-01,1,1,54.38853,-1.05866,54.38853,54.38853,-1.05866,-1.05866,3.48,3.48,SNPP,0,0,1
73,2012-03-01,2012-03-01,1,2,54.41378,-0.9787,54.413,54.41456,-0.98277,-0.97463,6.39,9.38,SNPP,0,0,1
74,2012-03-01,2012-03-01,1,3,54.4718,-1.88495,54.47026,54.47453,-1.88724,-1.88293,12.33,17.89,SNPP,0,0,1
75,2012-03-01,2012-03-01,1,1,56.52151,-3.50837,56.52151,56.52151,-3.50837,-3.50837,3.35,3.35,SNPP,0,0,1
76,2012-03-01,2012-03-01,1,1,56.99328,-2.70978,56.99328,56.99328,-2.70978,-2.70978,3.83,3.83,SNPP,0,0,1
77,2012-03-01,2012-03-01,1,1,57.17109,-3.26666,57.17109,57.17109,-3.26666,-3.26666,4.32,4.32,SNPP,0,0,1
78,2012-03-01,2012-03-01,1,1,50.6584,-3.89219,50.6584,50.6584,-3.89219,-3.89219,10.0,10.0,SNPP,0,0,1
79,2012-03-01,2012-03-01,1,2,51.2152,-3.71391,51.21448,51.21591,-3.7146,-3.71322,2.56,4.76,SNPP,0,0,1
80,2012-03-01,2012-03-01,1,1,53.04047,-3.09654,53.04047,53.04047,-3.09654,-3.09654,2.62,2.62,SNPP,0,0,1
81,2012-03-01,2012-03-01,1,1,53.4788,-1.70211,53.4788,53.4788,-1.70211,-1.70211,2.8,2.8,SNPP,0,0,1
82,2012-03-01,2012-03-01,1,1,54.37204,-0.94398,54.37204,54.37204,-0.94398,-0.94398,3.78,3.78,SNPP,0,0,1
83,2012-03-01,2012-03-01,1,1,54.37819,-0.72138,54.37819,54.37819,-0.72138,-0.72138,8.75,8.75,SNPP,0,0,1
84,2012-03-01,2012-03-01,1,1,56.90512,-2.9314,56.90512,56.90512,-2.9314,-2.9314,2.63,2.63,SNPP,0,0,1
85,2012-03-01,2012-03-01,1,1,56.93595,-2.89698,56.93595,56.93595,-2.89698,-2.89698,2.88,2.88,SNPP,0,0,1
86,2012-03-02,2012-03-02,1,1,53.50433,-1.36236,53.50433,53.50433,-1.36236,-1.36236,0.9,0.9,SNPP,0,1,1
87,2012-03-02,2012-03-02,1,1,54.4441,-1.93974,54.4441,54.4441,-1.93974,-1.93974,2.71,2.71,SNPP,0,0,1
88,2012-03-04,2012-03-04,1,1,52.25715,-0.48879,52.25715,52.25715,-0.48879,-0.48879,0.94,0.94,SNPP,0,1,1
89,2012-03-04,2012-03-04,1,1,57.26429,-3.51504,57.26429,57.26429,-3.51504,-3.51504,9.57,9.57,SNPP,0,0,1
90,2012-03-05,2012-03-05,1,2,53.41946,-2.39279,53.41799,53.42093,-2.39663,-2.38895,3.98,7.88,SNPP,0,2,1
91,2012-03-05,2012-03-05,1,1,54.18798,-1.72086,54.18798,54.18798,-1.72086,-1.72086,2.97,2.97,SNPP,0,0,1
92,2012-03-05,2012-03-05,1,1,57.12063,-4.02273,57.12063,57.12063,-4.02273,-4.02273,3.36,3.36,SNPP,0,0,1
93,2012-03-05,2012-03-05,1,2,52.14444,-2.83503,52.14424,52.14465,-2.83573,-2.83433,9.09,15.2,SNPP,0,0,1
94,2012-03-05,2012-03-05,1,2,57.17118,-3.27169,57.17039,57.17196,-3.27297,-3.27041,4.23,7.23,SNPP,0,0,1
95,2012-03-05,2012-03-05,1,1,57.22584,-3.5027,57.22584,57.22584,-3.5027,-3.5027,4.44,4.44,SNPP,0,0,1
96,2012-03-05,2012-03-05,1,1,57.26796,-2.97081,57.26796,57.26796,-2.97081,-2.97081,2.61,2.61,SNPP,0,0,1
97,2012-03-05,2012-03-05,1,1,57.30342,-3.22448,57.30342,57.30342,-3.22448,-3.22448,8.75,8.75,SNPP,0,0,1
98,2012-03-05,2012-03-05,1,2,58.29637,-4.31096,58.29615,58.29659,-4.31584,-4.30609,7.1,14.2,SNPP,0,0,1
99,2012-03-06,2012-03-06,1,1,50.88454,-1.33405,50.88454,50.88454,-1.33405,-1.33405,2.05,2.05,SNPP,0,0,1
100,2012-03-06,2012-03-06,1,1,53.88604,-1.81792,53.88604,53.88604,-1.81792,-1.81792,3.22,3.22,SNPP,0,0,1
101,2012-03-06,2012-03-06,1,2,54.31492,-0.85855,54.3146,54.31525,-0.86133,-0.85577,2.79,5.29,SNPP,0,0,1
102,2012-03-06,2012-03-06,1,1,54.68372,-1.94128,54.68372,54.68372,-1.94128,-1.94128,2.2,2.2,SNPP,0,0,1
103,2012-03-06,2012-03-06,1,1,50.81006,-1.67401,50.81006,50.81006,-1.67401,-1.67401,4.55,4.55,SNPP,0,0,1
104,2012-03-06,2012-03-06,1,1,50.82637,-1.62731,50.82637,50.82637,-1.62731,-1.62731,18.5,18.5,SNPP,0,0,1
105,2012-03-06,2012-03-06,1,1,54.61031,-1.97439,54.61031,54.61031,-1.97439,-1.97439,3.13,3.13,SNPP,0,0,1
106,2012-03-08,2012-03-08,1,7,50.16432,-5.57048,50.15976,50.16883,-5.57575,-5.56724,16.61,77.06,SNPP,0,0,1
107,2012-03-08,2012-03-08,1,1,50.80677,-1.73036,50.80677,50.80677,-1.73036,-1.73036,1.84,1.84,SNPP,0,0,1
108,2012-03-08,2012-03-08,1,1,57.33646,-3.08947,57.33646,57.33646,-3.08947,-3.08947,11.13,11.13,SNPP,0,0,1
109,2012-03-09,2012-03-09,1,1,57.01129,-3.25488,57.01129,57.01129,-3.25488,-3.25488,0.97,0.97,SNPP,0,1,1
110,2012-03-09,2012-03-09,1,1,53.20346,0.18301,53.20346,53.20346,0.18301,0.18301,3.49,3.49,SNPP,0,0,1
111,2012-03-09,2012-03-09,1,2,57.3372,-3.11823,57.33487,57.33952,-3.12048,-3.11598,3.8,7.44,SNPP,0,0,1
112,2012-03-10,2012-03-11,2,2,52.28616,-0.43864,52.28555,52.28677,-0.43869,-0.43858,7.11,8.53,SNPP,0,2,2
113,2012-03-11,2012-03-12,2,17,54.59064,-1.23876,54.58819,54.59331,-1.24484,-1.23336,36.62,362.44,SNPP,1,7,2
114,2012-03-11,2012-03-11,1,1,53.2753,-1.48545,53.2753,53.2753,-1.48545,-1.48545,0.56,0.56,SNPP,0,1,1
115,2012-03-11,2012-03-11,1,2,53.37773,-1.63558,53.37728,53.37818,-1.63749,-1.63367,5.96,11.81,SNPP,0,0,1
116,2012-03-11,2012-03-11,1,5,54.25947,-1.79273,54.257,54.26146,-1.79627,-1.78851,15.89,42.29,SNPP,0,0,1
117,2012-03-11,2012-03-11,1,5,54.35266,-1.92348,54.34541,54.3582,-1.92791,-1.91822,9.73,31.91,SNPP,0,0,1
118,2012-03-11,2012-03-11,1,1,54.8524,-2.12711,54.8524,54.8524,-2.12711,-2.12711,6.81,6.81,SNPP,0,0,1
119,2012-03-11,2012-03-11,1,1,54.40611,-2.06418,54.40611,54.40611,-2.06418,-2.06418,2.76,2.76,SNPP,0,0,1
120,2012-03-11,2012-03-11,1,1,54.43875,-1.97406,54.43875,54.43875,-1.97406,-1.97406,2.68,2.68,SNPP,0,0,1
121,2012-03-11,2012-03-11,1,2,54.46412,-2.11902,54.46355,54.4647,-2.11971,-2.11833,3.43,4.94,SNPP,0,0,1
122,2012-03-11,2012-03-11,1,2,56.96398,-2.69424,56.96321,56.96474,-2.69482,-2.69366,4.46,6.91,SNPP,0,0,1
123,2012-03-12,2012-03-13,2,3,53.4548,-1.76855,53.45306,53.4571,-1.7729,-1.76397,3.32,7.53,SNPP,0,0,2
124,2012-03-12,2012-03-12,1,1,53.47841,-1.68782,53.47841,53.47841,-1.68782,-1.68782,2.14,2.14,SNPP,0,0,1
125,2012-03-12,2012-03-12,1,3,54.17014,-1.77204,54.16875,54.17132,-1.774,-1.76847,2.96,7.9,SNPP,0,0,1
126,2012-03-12,2012-03-12,1,3,54.25975,-1.9274,54.25825,54.26098,-1.9322,-1.92469,4.2,9.08,SNPP,0,0,1
127,2012-03-12,2012-03-12,1,3,54.32603,-0.9049,54.32294,54.33033,-0.90536,-0.90445,6.15,14.77,SNPP,0,0,1
128,2012-03-12,2012-03-12,1,1,54.3448,-0.94093,54.3448,54.3448,-0.94093,-0.94093,2.88,2.88,SNPP,0,0,1
129,2012-03-12,2012-03-12,1,4,54.40497,-1.11596,54.40014,54.4103,-1.12555,-1.10853,7.0,20.16,SNPP,0,0,1
130,2012-03-12,2012-03-12,1,1,54.40573,-0.90849,54.40573,54.40573,-0.90849,-0.90849,5.02,5.02,SNPP,0,0,1
131,2012-03-12,2012-03-12,1,1,54.61502,-1.96863,54.61502,54.61502,-1.96863,-1.96863,2.69,2.69,SNPP,0,0,1
132,2012-03-12,2012-03-12,1,1,54.68553,-1.88321,54.68553,54.68553,-1.88321,-1.88321,4.86,4.86,SNPP,0,0,1
133,2012-03-12,2012-03-14,2,3,54.77911,-1.95616,54.7768,54.78178,-1.95955,-1.95166,5.31,13.18,SNPP,0,0,3
134,2012-03-12,2012-03-12,1,1,54.79192,-2.12959,54.79192,54.79192,-2.12959,-2.12959,3.13,3.13,SNPP,0,0,1
135,2012-03-12,2012-03-13,2,2,56.89392,-3.49986,56.89119,56.89664,-3.50345,-3.49628,3.94,7.66,SNPP,0,0,2
136,2012-03-12,2012-03-12,1,2,57.08736,-3.14628,57.08683,57.08789,-3.14766,-3.14489,9.21,13.45,SNPP,0,0,1
137,2012-03-12,2012-03-12,1,3,50.5167,-3.84936,50.51336,50.52004,-3.85047,-3.84825,10.45,23.27,SNPP,0,0,1
138,2012-03-12,2012-03-12,1,1,50.72161,-3.93961,50.72161,50.72161,-3.93961,-3.93961,2.49,2.49,SNPP,0,0,1
139,2012-03-12,2012-03-12,1,1,51.05622,-3.68872,51.05622,51.05622,-3.68872,-3.68872,6.18,6.18,SNPP,0,0,1
140,2012-03-12,2012-03-12,1,1,53.3223,-1.70921,53.3223,53.3223,-1.70921,-1.70921,2.72,2.72,SNPP,0,0,1
141,2012-03-12,2012-03-12,1,2,54.1363,-1.75392,54.1353,54.1373,-1.75776,-1.75008,5.89,9.46,SNPP,0,0,1
142,2012-03-12,2012-03-12,1,2,54.35434,-1.96632,54.35031,54.35837,-1.9688,-1.96383,5.48,9.21,SNPP,0,0,1
143,2012-03-12,2012-03-12,1,1,54.39744,-1.08131,54.39744,54.39744,-1.08131,-1.08131,4.97,4.97,SNPP,0,0,1
144,2012-03-12,2012-03-12,1,1,54.60154,-2.19778,54.60154,54.60154,-2.19778,-2.19778,2.77,2.77,SNPP,0,0,1
145,2012-03-12,2012-03-12,1,1,54.63307,-2.18455,54.63307,54.63307,-2.18455,-2.18455,2.4,2.4,SNPP,0,0,1
146,2012-03-12,2012-03-12,1,3,54.64577,-1.97417,54.64406,54.64774,-1.97463,-1.97354,4.99,10.87,SNPP,0,0,1
147,2012-03-12,2012-03-12,1,1,54.64887,-2.0529,54.64887,54.64887,-2.0529,-2.0529,3.39,3.39,SNPP,0,0,1
148,2012-03-12,2012-03-14,2,2,54.80808,-2.06295,54.8038,54.81235,-2.06888,-2.05702,3.98,5.61,SNPP,0,0,3
149,2012-03-12,2012-03-12,1,2,55.51248,-2.03866,55.5121,55.51286,-2.04254,-2.03477,5.06,10.07,SNPP,0,0,1
150,2012-03-12,2012-03-12,1,1,56.46457,-3.75078,56.46457,56.46457,-3.75078,-3.75078,2.06,2.06,SNPP,0,0,1
151,2012-03-12,2012-03-12,1,2,56.49165,-3.87524,56.49123,56.49207,-3.87581,-3.87466,4.82,7.14,SNPP,0,0,1
152,2012-03-12,2012-03-12,1,1,56.53613,-3.6074,56.53613,56.53613,-3.6074,-3.6074,2.69,2.69,SNPP,0,0,1
153,2012-03-12,2012-03-12,1,1,56.66755,-3.79994,56.66755,56.66755,-3.79994,-3.79994,2.48,2.48,SNPP,0,0,1
154,2012-03-12,2012-03-12,1,1,56.72862,-3.12785,56.72862,56.72862,-3.12785,-3.12785,3.98,3.98,SNPP,0,0,1
155,2012-03-12,2012-03-12,1,1,56.89634,-2.9104,56.89634,56.89634,-2.9104,-2.9104,2.63,2.63,SNPP,0,0,1
156,2012-03-12,2012-03-12,1,2,56.998,-2.83964,56.99617,56.99984,-2.84025,-2.83903,7.6,15.2,SNPP,0,0,1
157,2012-03-12,2012-03-12,1,1,57.29274,-3.05403,57.29274,57.29274,-3.05403,-3.05403,4.27,4.27,SNPP,0,0,1
158,2012-03-13,2012-03-13,1,1,50.63757,-3.85493,50.63757,50.63757,-3.85493,-3.85493,5.12,5.12,SNPP,0,0,1
159,2012-03-13,2012-03-13,1,3,50.70687,-3.91338,50.70544,50.70875,-3.91619,-3.90924,19.98,25.96,SNPP,0,0,1
160,2012-03-13,2012-03-13,1,1,51.16245,-3.58289,51.16245,51.16245,-3.58289,-3.58289,9.35,9.35,SNPP,0,0,1
161,2012-03-13,2012-03-13,1,1,51.19965,-3.7211,51.19965,51.19965,-3.7211,-3.7211,14.55,14.55,SNPP,0,0,1
162,2012-03-13,2012-03-13,1,1,51.90833,-3.0811,51.90833,51.90833,-3.0811,-3.0811,3.24,3.24,SNPP,0,0,1
163,2012-03-13,2012-03-13,1,1,53.31865,-1.68499,53.31865,53.31865,-1.68499,-1.68499,3.29,3.29,SNPP,0,0,1
164,2012-03-13,2012-03-13,1,1,53.43862,-1.89447,53.43862,53.43862,-1.89447,-1.89447,2.76,2.76,SNPP,0,0,1
165,2012-03-13,2012-03-13,1,1,56.7642,-3.13607,56.7642,56.7642,-3.13607,-3.13607,3.94,3.94,SNPP,0,0,1
166,2012-03-13,2012-03-13,1,1,56.78479,-3.0657,56.78479,56.78479,-3.0657,-3.0657,3.85,3.85,SNPP,0,0,1
167,2012-03-13,2012-03-13,1,2,56.80908,-3.40476,56.80746,56.81071,-3.40558,-3.40395,4.82,8.38,SNPP,0,0,1
168,2012-03-13,2012-03-13,1,1,56.92184,-3.07987,56.92184,56.92184,-3.07987,-3.07987,1.26,1.26,SNPP,0,0,1
169,2012-03-13,2012-03-14,2,2,56.96792,-2.82792,56.96674,56.96911,-2.83674,-2.81911,2.46,3.92,SNPP,0,0,2
170,2012-03-13,2012-03-13,1,1,57.51863,-2.51765,57.51863,57.51863,-2.51765,-2.51765,4.76,4.76,SNPP,0,0,1
171,2012-03-14,2012-03-14,1,1,53.22449,-3.33016,53.22449,53.22449,-3.33016,-3.33016,4.08,4.08,SNPP,0,0,1
172,2012-03-14,2012-03-14,1,1,53.4921,-1.7297,53.4921,53.4921,-1.7297,-1.7297,2.52,2.52,SNPP,0,0,1
173,2012-03-14,2012-03-14,1,1,54.79349,-2.03437,54.79349,54.79349,-2.03437,-2.03437,3.39,3.39,SNPP,0,0,1
174,2012-03-14,2012-03-14,1,1,54.86378,-2.17827,54.86378,54.86378,-2.17827,-2.17827,1.96,1.96,SNPP,0,0,1
175,2012-03-14,2012-03-14,1,3,54.87325,-2.10238,54.87246,54.87429,-2.10372,-2.10159,5.16,13.22,SNPP,0,0,1
176,2012-03-14,2012-03-14,1,1,54.89448,-2.18337,54.89448,54.89448,-2.18337,-2.18337,2.91,2.91,SNPP,0,0,1
177,2012-03-14,2012-03-14,1,1,56.54112,-3.77575,56.54112,56.54112,-3.77575,-3.77575,13.31,13.31,SNPP,0,0,1
178,2012-03-14,2012-03-14,1,2,56.9667,-2.88688,56.96507,56.96834,-2.88784,-2.88591,3.68,5.88,SNPP,0,0,1
179,2012-03-14,2012-03-14,1,1,57.00815,-4.14363,57.00815,57.00815,-4.14363,-4.14363,15.5,15.5,SNPP,0,0,1
180,2012-03-14,2012-03-14,1,2,57.16975,-3.27033,57.16915,57.17035,-3.27358,-3.26708,5.56,11.12,SNPP,0,0,1
181,2012-03-14,2012-03-14,1,3,57.26243,-4.35032,57.26048,57.26506,-4.35399,-4.3474,7.87,22.64,SNPP,0,0,1
182,2012-03-14,2012-03-14,1,1,57.28837,-3.47197,57.28837,57.28837,-3.47197,-3.47197,1.66,1.66,SNPP,0,0,1
183,2012-03-14,2012-03-14,1,2,57.30086,-3.12578,57.30045,57.30126,-3.12649,-3.12508,6.88,13.46,SNPP,0,0,1
184,2012-03-14,2012-03-14,1,4,57.31247,-3.03925,57.30995,57.31646,-3.04178,-3.03769,29.25,70.68,SNPP,0,0,1
185,2012-03-14,2012-03-14,1,1,57.42363,-3.50784,57.42363,57.42363,-3.50784,-3.50784,4.8,4.8,SNPP,0,0,1
186,2012-03-14,2012-03-15,2,3,50.87113,-1.70118,50.86982,50.87236,-1.70783,-1.69748,7.69,15.65,SNPP,0,0,2
187,2012-03-14,2012-03-14,1,1,50.95238,-4.47195,50.95238,50.95238,-4.47195,-4.47195,7.75,7.75,SNPP,0,0,1
188,2012-03-14,2012-03-14,1,2,54.46402,-1.89967,54.46391,54.46414,-1.90087,-1.89846,4.07,7.63,SNPP,0,0,1
189,2012-03-14,2012-03-14,1,2,54.66504,-2.00442,54.66475,54.66533,-2.01101,-1.99783,6.03,11.04,SNPP,0,0,1
190,2012-03-14,2012-03-14,1,1,54.69143,-1.96539,54.69143,54.69143,-1.96539,-1.96539,2.64,2.64,SNPP,0,0,1
191,2012-03-14,2012-03-14,1,1,54.77293,-2.46435,54.77293,54.77293,-2.46435,-2.46435,2.07,2.07,SNPP,0,0,1
192,2012-03-15,2012-03-15,1,1,52.48793,-1.43541,52.48793,52.48793,-1.43541,-1.43541,0.66,0.66,SNPP,0,1,1
