source,start,end,rows,fetched_at
VIIRS_SNPP_SP,2016-01-29,2016-02-02,50,2026-08-24T13:34:32+00:00
VIIRS_SNPP_SP,2016-02-03,2016-02-07,96,2026-08-24T13:34:33+00:00
VIIRS_SNPP_SP,2016-02-08,2016-02-12,118,2026-08-24T13:34:34+00:00
VIIRS_SNPP_SP,2016-02-13,2016-02-17,106,2026-08-24T13:34:34+00:00
VIIRS_SNPP_SP,2016-02-18,2016-02-22,94,2026-08-24T13:34:35+00:00
VIIRS_SNPP_SP,2016-02-23,2016-02-27,186,2026-08-24T13:34:36+00:00
VIIRS_SNPP_SP,2016-02-28,2016-03-03,79,2026-08-24T13:34:37+00:00
VIIRS_SNPP_SP,2016-03-04,2016-03-08,122,2026-08-24T13:34:37+00:00
VIIRS_SNPP_SP,2016-03-09,2016-03-13,77,2026-08-24T13:34:38+00:00
VIIRS_SNPP_SP,2016-03-14,2016-03-18,305,2026-08-24T13:34:38+00:00
VIIRS_SNPP_SP,2016-03-19,2016-03-23,130,2026-08-24T13:34:39+00:00
VIIRS_SNPP_SP,2016-03-24,2016-03-28,75,2026-08-24T13:34:40+00:00
VIIRS_SNPP_SP,2016-03-29,2016-04-02,131,2026-08-24T13:34:40+00:00
VIIRS_SNPP_SP,2016-04-03,2016-04-07,62,2026-08-24T13:34:41+00:00
VIIRS_SNPP_SP,2016-04-08,2016-04-12,173,2026-08-24T13:34:41+00:00
VIIRS_SNPP_SP,2016-04-13,2016-04-17,144,2026-08-24T13:34:42+00:00
VIIRS_SNPP_SP,2016-04-18,2016-04-22,231,2026-08-24T13:34:42+00:00
VIIRS_SNPP_SP,2016-04-23,2016-04-27,121,2026-08-24T13:34:43+00:00
VIIRS_SNPP_SP,2016-04-28,2016-05-02,147,2026-08-24T13:34:44+00:00
VIIRS_SNPP_SP,2016-05-03,2016-05-07,135,2026-08-24T13:34:44+00:00
VIIRS_SNPP_SP,2016-05-08,2016-05-12,228,2026-08-24T13:34:45+00:00
VIIRS_SNPP_SP,2016-05-13,2016-05-17,175,2026-08-24T13:34:45+00:00
VIIRS_SNPP_SP,2016-05-18,2016-05-22,66,2026-08-24T13:34:46+00:00
VIIRS_SNPP_SP,2016-05-23,2016-05-27,151,2026-08-24T13:34:47+00:00
VIIRS_SNPP_SP,2016-05-28,2016-06-01,171,2026-08-24T13:34:47+00:00
VIIRS_SNPP_SP,2016-06-02,2016-06-06,232,2026-08-24T13:34:48+00:00
VIIRS_SNPP_SP,2016-06-07,2016-06-11,128,2026-08-24T13:34:49+00:00
VIIRS_SNPP_SP,2016-06-12,2016-06-16,61,2026-08-24T13:34:50+00:00
VIIRS_SNPP_SP,2016-06-17,2016-06-21,74,2026-08-24T13:34:50+00:00
VIIRS_SNPP_SP,2016-06-22,2016-06-26,100,2026-08-24T13:34:51+00:00
VIIRS_SNPP_SP,2016-06-27,2016-07-01,62,2026-08-24T13:34:52+00:00
VIIRS_SNPP_SP,2016-07-02,2016-07-06,239,2026-08-24T13:34:52+00:00
VIIRS_SNPP_SP,2016-07-07,2016-07-11,44,2026-08-24T13:34:53+00:00
VIIRS_SNPP_SP,2016-07-12,2016-07-16,114,2026-08-24T13:34:54+00:00
VIIRS_SNPP_SP,2016-07-17,2016-07-21,204,2026-08-24T13:34:54+00:00
VIIRS_SNPP_SP,2016-07-22,2016-07-26,124,2026-08-24T13:34:55+00:00
VIIRS_SNPP_SP,2016-07-27,2016-07-31,89,2026-08-24T13:34:56+00:00
VIIRS_SNPP_SP,2016-08-01,2016-08-05,63,2026-08-24T13:34:56+00:00
VIIRS_SNPP_SP,2016-08-06,2016-08-10,188,2026-08-24T13:34:57+00:00
VIIRS_SNPP_SP,2016-08-11,2016-08-15,150,2026-08-24T13:34:57+00:00
VIIRS_SNPP_SP,2016-08-16,2016-08-20,319,2026-08-24T13:34:58+00:00
VIIRS_SNPP_SP,2016-08-21,2016-08-25,105,2026-08-24T13:34:59+00:00
VIIRS_SNPP_SP,2016-08-26,2016-08-30,332,2026-08-24T13:35:00+00:00
VIIRS_SNPP_SP,2016-08-31,2016-09-04,189,2026-08-24T13:35:00+00:00
VIIRS_SNPP_SP,2016-09-05,2016-09-09,162,2026-08-24T13:35:01+00:00
VIIRS_SNPP_SP,2016-09-10,2016-09-14,195,2026-08-24T13:35:02+00:00
VIIRS_SNPP_SP,2016-09-15,2016-09-19,201,2026-08-24T13:35:03+00:00
VIIRS_SNPP_SP,2016-09-20,2016-09-24,139,2026-08-24T13:35:04+00:00
VIIRS_SNPP_SP,2016-09-25,2016-09-29,115,2026-08-24T13:35:04+00:00
VIIRS_SNPP_SP,2016-09-30,2016-10-04,288,2026-08-24T13:35:05+00:00
VIIRS_SNPP_SP,2016-10-05,2016-10-09,242,2026-08-24T13:35:06+00:00
VIIRS_SNPP_SP,2016-10-10,2016-10-14,184,2026-08-24T13:35:06+00:00
VIIRS_SNPP_SP,2016-10-15,2016-10-19,96,2026-08-24T13:35:07+00:00
VIIRS_SNPP_SP,2016-10-20,2016-10-24,120,2026-08-24T13:35:07+00:00
VIIRS_SNPP_SP,2016-10-25,2016-10-29,60,2026-08-24T13:35:08+00:00
VIIRS_SNPP_SP,2016-10-30,2016-11-03,100,2026-08-24T13:35:09+00:00
VIIRS_SNPP_SP,2016-11-04,2016-11-08,260,2026-08-24T13:35:09+00:00
VIIRS_SNPP_SP,2016-11-09,2016-11-13,102,2026-08-24T13:35:10+00:00
VIIRS_SNPP_SP,2016-11-14,2016-11-18,71,2026-08-24T13:35:11+00:00
VIIRS_SNPP_SP,2016-11-19,2016-11-23,87,2026-08-24T13:35:12+00:00
VIIRS_SNPP_SP,2016-11-24,2016-11-28,112,2026-08-24T13:35:12+00:00
VIIRS_SNPP_SP,2016-11-29,2016-12-03,119,2026-08-24T13:35:13+00:00
VIIRS_SNPP_SP,2016-12-04,2016-12-08,87,2026-08-24T13:35:13+00:00
VIIRS_SNPP_SP,2016-12-09,2016-12-13,100,2026-08-24T13:35:14+00:00
VIIRS_SNPP_SP,2016-12-14,2016-12-18,30,2026-08-24T13:35:15+00:00
VIIRS_SNPP_SP,2016-12-19,2016-12-23,68,2026-08-24T13:35:16+00:00
VIIRS_SNPP_SP,2016-12-24,2016-12-28,97,2026-08-24T13:35:16+00:00
VIIRS_SNPP_SP,2016-12-29,2017-01-02,121,2026-08-24T13:35:17+00:00
VIIRS_SNPP_SP,2017-01-03,2017-01-07,69,2026-08-24T13:35:18+00:00
VIIRS_SNPP_SP,2017-01-08,2017-01-12,43,2026-08-24T13:35:19+00:00
VIIRS_SNPP_SP,2017-01-13,2017-01-17,54,2026-08-24T13:35:19+00:00
VIIRS_SNPP_SP,2017-01-18,2017-01-22,117,2026-08-24T13:35:20+00:00
VIIRS_SNPP_SP,2017-01-23,2017-01-27,158,2026-08-24T13:35:20+00:00
VIIRS_SNPP_SP,2017-01-28,2017-02-01,46,2026-08-24T13:35:21+00:00
VIIRS_SNPP_SP,2017-02-02,2017-02-06,78,2026-08-24T13:35:22+00:00
VIIRS_SNPP_SP,2017-02-07,2017-02-11,57,2026-08-24T13:35:22+00:00
VIIRS_SNPP_SP,2017-02-12,2017-02-16,144,2026-08-24T13:35:23+00:00
VIIRS_SNPP_SP,2017-02-17,2017-02-21,42,2026-08-24T13:35:23+00:00
VIIRS_SNPP_SP,2017-02-22,2017-02-26,70,2026-08-24T13:35:24+00:00
VIIRS_SNPP_SP,2017-02-27,2017-03-03,112,2026-08-24T13:35:24+00:00
VIIRS_SNPP_SP,2017-03-04,2017-03-08,56,2026-08-24T13:35:25+00:00
VIIRS_SNPP_SP,2017-03-09,2017-03-13,86,2026-08-24T13:35:25+00:00
VIIRS_SNPP_SP,2017-03-14,2017-03-18,94,2026-08-24T13:35:26+00:00
VIIRS_SNPP_SP,2017-03-19,2017-03-23,121,2026-08-24T13:35:27+00:00
VIIRS_SNPP_SP,2017-03-24,2017-03-28,594,2026-08-24T13:35:27+00:00
VIIRS_SNPP_SP,2017-03-29,2017-04-02,85,2026-08-24T13:35:29+00:00
VIIRS_SNPP_SP,2017-04-03,2017-04-07,253,2026-08-24T13:35:30+00:00
VIIRS_SNPP_SP,2017-04-08,2017-04-12,337,2026-08-24T13:35:31+00:00
VIIRS_SNPP_SP,2017-04-13,2017-04-17,129,2026-08-24T13:35:31+00:00
VIIRS_SNPP_SP,2017-04-18,2017-04-22,121,2026-08-24T13:35:32+00:00
VIIRS_SNPP_SP,2017-04-23,2017-04-27,136,2026-08-24T13:35:33+00:00
VIIRS_SNPP_SP,2017-04-28,2017-05-02,132,2026-08-24T13:35:34+00:00
VIIRS_SNPP_SP,2017-05-03,2017-05-07,572,2026-08-24T13:35:35+00:00
VIIRS_SNPP_SP,2017-05-08,2017-05-12,368,2026-08-24T13:35:35+00:00
VIIRS_SNPP_SP,2017-05-13,2017-05-17,63,2026-08-24T13:35:36+00:00
VIIRS_SNPP_SP,2017-05-18,2017-05-22,127,2026-08-24T13:35:37+00:00
VIIRS_SNPP_SP,2017-05-23,2017-05-27,288,2026-08-24T13:35:38+00:00
VIIRS_SNPP_SP,2017-05-28,2017-06-01,83,2026-08-24T13:35:38+00:00
VIIRS_SNPP_SP,2017-06-02,2017-06-06,120,2026-08-24T13:35:44+00:00
VIIRS_SNPP_SP,2017-06-07,2017-06-11,108,2026-08-24T13:35:45+00:00
VIIRS_SNPP_SP,2017-06-12,2017-06-16,141,2026-08-24T13:35:50+00:00
VIIRS_SNPP_SP,2017-06-17,2017-06-21,229,2026-08-24T13:35:51+00:00
VIIRS_SNPP_SP,2017-06-22,2017-06-26,69,2026-08-24T13:35:52+00:00
VIIRS_SNPP_SP,2017-06-27,2017-07-01,37,2026-08-24T13:35:52+00:00
VIIRS_SNPP_SP,2017-07-02,2017-07-06,198,2026-08-24T13:35:53+00:00
VIIRS_SNPP_SP,2017-07-07,2017-07-11,131,2026-08-24T13:36:01+00:00
VIIRS_SNPP_SP,2017-07-12,2017-07-16,419,2026-08-24T13:36:06+00:00
VIIRS_SNPP_SP,2017-07-17,2017-07-21,179,2026-08-24T13:36:07+00:00
VIIRS_SNPP_SP,2017-07-22,2017-07-26,137,2026-08-24T13:36:08+00:00
VIIRS_SNPP_SP,2017-07-27,2017-07-31,129,2026-08-24T13:36:08+00:00
VIIRS_SNPP_SP,2017-08-01,2017-08-05,129,2026-08-24T13:36:09+00:00
VIIRS_SNPP_SP,2017-08-06,2017-08-10,153,2026-08-24T13:36:10+00:00
VIIRS_SNPP_SP,2017-08-11,2017-08-15,171,2026-08-24T13:36:11+00:00
VIIRS_SNPP_SP,2017-08-16,2017-08-20,187,2026-08-24T13:36:12+00:00
VIIRS_SNPP_SP,2017-08-21,2017-08-25,138,2026-08-24T13:36:12+00:00
VIIRS_SNPP_SP,2017-08-26,2017-08-30,180,2026-08-24T13:36:13+00:00
VIIRS_SNPP_SP,2017-08-31,2017-09-04,259,2026-08-24T13:36:14+00:00
VIIRS_SNPP_SP,2017-09-05,2017-09-09,90,2026-08-24T13:36:15+00:00
VIIRS_SNPP_SP,2017-09-10,2017-09-14,159,2026-08-24T13:36:16+00:00
VIIRS_SNPP_SP,2017-09-15,2017-09-19,137,2026-08-24T13:36:16+00:00
VIIRS_SNPP_SP,2017-09-20,2017-09-24,140,2026-08-24T13:36:17+00:00
VIIRS_SNPP_SP,2017-09-25,2017-09-29,117,2026-08-24T13:36:18+00:00
VIIRS_SNPP_SP,2017-09-30,2017-10-04,139,2026-08-24T13:36:18+00:00
VIIRS_SNPP_SP,2017-10-05,2017-10-09,101,2026-08-24T13:36:19+00:00
VIIRS_SNPP_SP,2017-10-10,2017-10-14,54,2026-08-24T13:36:19+00:00
VIIRS_SNPP_SP,2017-10-15,2017-10-19,60,2026-08-24T13:36:21+00:00
VIIRS_SNPP_SP,2017-10-20,2017-10-24,58,2026-08-24T13:36:21+00:00
VIIRS_SNPP_SP,2017-10-25,2017-10-29,113,2026-08-24T13:36:22+00:00
VIIRS_SNPP_SP,2017-10-30,2017-11-03,95,2026-08-24T13:36:23+00:00
VIIRS_SNPP_SP,2017-11-04,2017-11-08,286,2026-08-24T13:36:23+00:00
VIIRS_SNPP_SP,2017-11-09,2017-11-13,103,2026-08-24T13:36:24+00:00
VIIRS_SNPP_SP,2017-11-14,2017-11-18,113,2026-08-24T13:36:29+00:00
VIIRS_SNPP_SP,2017-11-19,2017-11-23,72,2026-08-24T13:36:36+00:00
VIIRS_SNPP_SP,2017-11-24,2017-11-28,141,2026-08-24T13:36:42+00:00
VIIRS_SNPP_SP,2017-11-29,2017-12-03,116,2026-08-24T13:36:50+00:00
VIIRS_SNPP_SP,2017-12-04,2017-12-08,63,2026-08-24T13:37:00+00:00
VIIRS_SNPP_SP,2017-12-09,2017-12-13,121,2026-08-24T13:37:03+00:00
VIIRS_SNPP_SP,2017-12-14,2017-12-18,130,2026-08-24T13:37:11+00:00
VIIRS_SNPP_SP,2017-12-19,2017-12-23,62,2026-08-24T13:37:15+00:00
VIIRS_SNPP_SP,2017-12-24,2017-12-28,75,2026-08-24T13:37:19+00:00
VIIRS_SNPP_SP,2017-12-29,2018-01-02,88,2026-08-24T13:37:22+00:00
VIIRS_SNPP_SP,2018-01-03,2018-01-07,95,2026-08-24T13:37:28+00:00
VIIRS_SNPP_SP,2018-01-08,2018-01-12,133,2026-08-24T13:37:29+00:00
VIIRS_SNPP_SP,2018-01-13,2018-01-17,63,2026-08-24T13:37:36+00:00
VIIRS_SNPP_SP,2018-01-18,2018-01-22,106,2026-08-24T13:37:43+00:00
VIIRS_SNPP_SP,2018-01-23,2018-01-27,66,2026-08-24T13:37:44+00:00
VIIRS_SNPP_SP,2018-01-28,2018-02-01,50,2026-08-24T13:37:45+00:00
VIIRS_SNPP_SP,2018-02-02,2018-02-06,53,2026-08-24T13:37:46+00:00
VIIRS_SNPP_SP,2018-02-07,2018-02-11,126,2026-08-24T13:37:47+00:00
VIIRS_SNPP_SP,2018-02-12,2018-02-16,120,2026-08-24T13:37:49+00:00
VIIRS_SNPP_SP,2018-02-17,2018-02-21,83,2026-08-24T13:37:51+00:00
VIIRS_SNPP_SP,2018-02-22,2018-02-26,257,2026-08-24T13:37:52+00:00
VIIRS_SNPP_SP,2018-02-27,2018-03-03,134,2026-08-24T13:37:54+00:00
VIIRS_SNPP_SP,2018-03-04,2018-03-08,59,2026-08-24T13:37:56+00:00
VIIRS_SNPP_SP,2018-03-09,2018-03-13,66,2026-08-24T13:37:58+00:00
VIIRS_SNPP_SP,2018-03-14,2018-03-18,66,2026-08-24T13:38:00+00:00
VIIRS_SNPP_SP,2018-03-19,2018-03-23,171,2026-08-24T13:38:02+00:00
VIIRS_SNPP_SP,2018-03-24,2018-03-28,139,2026-08-24T13:38:04+00:00
VIIRS_SNPP_SP,2018-03-29,2018-04-02,58,2026-08-24T13:38:05+00:00
VIIRS_SNPP_SP,2018-04-03,2018-04-07,101,2026-08-24T13:38:06+00:00
VIIRS_SNPP_SP,2018-04-08,2018-04-12,85,2026-08-24T13:38:07+00:00
VIIRS_SNPP_SP,2018-04-13,2018-04-17,122,2026-08-24T13:38:08+00:00
VIIRS_SNPP_SP,2018-04-18,2018-04-22,312,2026-08-24T13:38:09+00:00
VIIRS_SNPP_SP,2018-04-23,2018-04-27,138,2026-08-24T13:38:11+00:00
VIIRS_SNPP_SP,2018-04-28,2018-05-02,161,2026-08-24T13:38:12+00:00
VIIRS_SNPP_SP,2018-05-03,2018-05-07,362,2026-08-24T13:40:14+00:00
VIIRS_SNPP_SP,2018-05-08,2018-05-12,172,2026-08-24T13:40:15+00:00
VIIRS_SNPP_SP,2018-05-13,2018-05-17,187,2026-08-24T13:40:15+00:00
VIIRS_SNPP_SP,2018-05-18,2018-05-22,302,2026-08-24T13:40:16+00:00
VIIRS_SNPP_SP,2018-05-23,2018-05-27,208,2026-08-24T13:40:16+00:00
VIIRS_SNPP_SP,2018-05-28,2018-06-01,266,2026-08-24T13:40:17+00:00
VIIRS_SNPP_SP,2018-06-02,2018-06-06,138,2026-08-24T13:40:18+00:00
VIIRS_SNPP_SP,2018-06-07,2018-06-11,165,2026-08-24T13:40:18+00:00
VIIRS_SNPP_SP,2018-06-12,2018-06-16,92,2026-08-24T13:40:19+00:00
VIIRS_SNPP_SP,2018-06-17,2018-06-21,98,2026-08-24T13:40:20+00:00
VIIRS_SNPP_SP,2018-06-22,2018-06-26,478,2026-08-24T13:40:20+00:00
VIIRS_SNPP_SP,2018-06-27,2018-07-01,1068,2026-08-24T13:40:21+00:00
VIIRS_SNPP_SP,2018-07-02,2018-07-06,557,2026-08-24T13:40:27+00:00
VIIRS_SNPP_SP,2018-07-07,2018-07-11,410,2026-08-24T13:40:30+00:00
VIIRS_SNPP_SP,2018-07-12,2018-07-16,483,2026-08-24T13:40:33+00:00
VIIRS_SNPP_SP,2018-07-17,2018-07-21,229,2026-08-24T13:40:34+00:00
VIIRS_SNPP_SP,2018-07-22,2018-07-26,335,2026-08-24T13:40:35+00:00
VIIRS_SNPP_SP,2018-07-27,2018-07-31,257,2026-08-24T13:40:36+00:00
VIIRS_SNPP_SP,2018-08-01,2018-08-05,223,2026-08-24T13:40:37+00:00
VIIRS_SNPP_SP,2018-08-06,2018-08-10,170,2026-08-24T13:40:38+00:00
VIIRS_SNPP_SP,2018-08-11,2018-08-15,198,2026-08-24T13:40:40+00:00
VIIRS_SNPP_SP,2018-08-16,2018-08-20,140,2026-08-24T13:40:41+00:00
VIIRS_SNPP_SP,2018-08-21,2018-08-25,213,2026-08-24T13:40:43+00:00
VIIRS_SNPP_SP,2018-08-26,2018-08-30,130,2026-08-24T13:40:44+00:00
VIIRS_SNPP_SP,2018-08-31,2018-09-04,251,2026-08-24T13:40:45+00:00
VIIRS_SNPP_SP,2018-09-05,2018-09-09,156,2026-08-24T13:40:46+00:00
VIIRS_SNPP_SP,2018-09-10,2018-09-14,112,2026-08-24T13:40:47+00:00
VIIRS_SNPP_SP,2018-09-15,2018-09-19,120,2026-08-24T13:40:48+00:00
VIIRS_SNPP_SP,2018-09-20,2018-09-24,134,2026-08-24T13:40:49+00:00
VIIRS_SNPP_SP,2018-09-25,2018-09-29,243,2026-08-24T13:40:50+00:00
VIIRS_SNPP_SP,2018-09-30,2018-10-04,131,2026-08-24T13:40:51+00:00
VIIRS_SNPP_SP,2018-10-05,2018-10-09,113,2026-08-24T13:40:51+00:00
VIIRS_SNPP_SP,2018-10-10,2018-10-14,155,2026-08-24T13:40:52+00:00
VIIRS_SNPP_SP,2018-10-15,2018-10-19,148,2026-08-24T13:40:52+00:00
VIIRS_SNPP_SP,2018-10-20,2018-10-24,191,2026-08-24T13:40:53+00:00
VIIRS_SNPP_SP,2018-10-25,2018-10-29,164,2026-08-24T13:40:54+00:00
VIIRS_SNPP_SP,2018-10-30,2018-11-03,103,2026-08-24T13:40:55+00:00
VIIRS_SNPP_SP,2018-11-04,2018-11-08,62,2026-08-24T13:40:56+00:00
VIIRS_SNPP_SP,2018-11-09,2018-11-13,119,2026-08-24T13:40:57+00:00
VIIRS_SNPP_SP,2018-11-14,2018-11-18,124,2026-08-24T13:40:58+00:00
VIIRS_SNPP_SP,2018-11-19,2018-11-23,62,2026-08-24T13:40:59+00:00
VIIRS_SNPP_SP,2018-11-24,2018-11-28,52,2026-08-24T13:41:00+00:00
VIIRS_SNPP_SP,2018-11-29,2018-12-03,55,2026-08-24T13:41:00+00:00
VIIRS_SNPP_SP,2018-12-04,2018-12-08,74,2026-08-24T13:41:01+00:00
VIIRS_SNPP_SP,2018-12-09,2018-12-13,88,2026-08-24T13:41:01+00:00
VIIRS_SNPP_SP,2018-12-14,2018-12-18,58,2026-08-24T13:41:02+00:00
VIIRS_SNPP_SP,2018-12-19,2018-12-23,66,2026-08-24T13:41:03+00:00
VIIRS_SNPP_SP,2018-12-24,2018-12-28,33,2026-08-24T13:41:04+00:00
VIIRS_SNPP_SP,2018-12-29,2019-01-02,25,2026-08-24T13:41:04+00:00
VIIRS_SNPP_SP,2019-01-03,2019-01-07,37,2026-08-24T13:41:06+00:00
VIIRS_SNPP_SP,2019-01-08,2019-01-12,68,2026-08-24T13:41:07+00:00
VIIRS_SNPP_SP,2019-01-13,2019-01-17,67,2026-08-24T13:41:07+00:00
VIIRS_SNPP_SP,2019-01-18,2019-01-22,61,2026-08-24T13:41:08+00:00
VIIRS_SNPP_SP,2019-01-23,2019-01-27,46,2026-08-24T13:41:12+00:00
VIIRS_SNPP_SP,2019-01-28,2019-02-01,113,2026-08-24T13:41:13+00:00
VIIRS_SNPP_SP,2019-02-02,2019-02-06,165,2026-08-24T13:41:14+00:00
VIIRS_SNPP_SP,2019-02-07,2019-02-11,91,2026-08-24T13:41:15+00:00
VIIRS_SNPP_SP,2019-02-12,2019-02-16,188,2026-08-24T13:41:16+00:00
VIIRS_SNPP_SP,2019-02-17,2019-02-21,159,2026-08-24T13:41:17+00:00
VIIRS_SNPP_SP,2019-02-22,2019-02-26,506,2026-08-24T13:41:17+00:00
VIIRS_SNPP_SP,2019-02-27,2019-03-03,352,2026-08-24T13:41:19+00:00
VIIRS_SNPP_SP,2019-03-04,2019-03-08,96,2026-08-24T13:41:19+00:00
VIIRS_SNPP_SP,2019-03-09,2019-03-13,61,2026-08-24T13:41:20+00:00
VIIRS_SNPP_SP,2019-03-14,2019-03-18,85,2026-08-24T13:41:20+00:00
VIIRS_SNPP_SP,2019-03-19,2019-03-23,70,2026-08-24T13:41:21+00:00
VIIRS_SNPP_SP,2019-03-24,2019-03-28,283,2026-08-24T13:41:22+00:00
VIIRS_SNPP_SP,2019-03-29,2019-04-02,254,2026-08-24T13:41:22+00:00
VIIRS_SNPP_SP,2019-04-03,2019-04-07,81,2026-08-24T13:41:23+00:00
VIIRS_SNPP_SP,2019-04-08,2019-04-12,372,2026-08-24T13:41:29+00:00
VIIRS_SNPP_SP,2019-04-13,2019-04-17,434,2026-08-24T13:41:30+00:00
VIIRS_SNPP_SP,2019-04-18,2019-04-22,503,2026-08-24T13:41:31+00:00
VIIRS_SNPP_SP,2019-04-23,2019-04-27,288,2026-08-24T13:41:31+00:00
VIIRS_SNPP_SP,2019-04-28,2019-05-02,122,2026-08-24T13:41:32+00:00
VIIRS_SNPP_SP,2019-05-03,2019-05-07,122,2026-08-24T13:41:33+00:00
VIIRS_SNPP_SP,2019-05-08,2019-05-12,211,2026-08-24T13:41:34+00:00
VIIRS_SNPP_SP,2019-05-13,2019-05-17,624,2026-08-24T13:41:34+00:00
VIIRS_SNPP_SP,2019-05-18,2019-05-22,150,2026-08-24T13:41:35+00:00
VIIRS_SNPP_SP,2019-05-23,2019-05-27,153,2026-08-24T13:41:35+00:00
VIIRS_SNPP_SP,2019-05-28,2019-06-01,68,2026-08-24T13:41:36+00:00
VIIRS_SNPP_SP,2019-06-02,2019-06-06,128,2026-08-24T13:41:37+00:00
VIIRS_SNPP_SP,2019-06-07,2019-06-11,101,2026-08-24T13:41:38+00:00
VIIRS_SNPP_SP,2019-06-12,2019-06-16,47,2026-08-24T13:41:38+00:00
VIIRS_SNPP_SP,2019-06-17,2019-06-21,128,2026-08-24T13:41:39+00:00
VIIRS_SNPP_SP,2019-06-22,2019-06-26,89,2026-08-24T13:41:39+00:00
VIIRS_SNPP_SP,2019-06-27,2019-07-01,134,2026-08-24T13:41:40+00:00
VIIRS_SNPP_SP,2019-07-02,2019-07-06,224,2026-08-24T13:41:43+00:00
VIIRS_SNPP_SP,2019-07-07,2019-07-11,100,2026-08-24T13:41:44+00:00
VIIRS_SNPP_SP,2019-07-12,2019-07-16,166,2026-08-24T13:41:46+00:00
VIIRS_SNPP_SP,2019-07-17,2019-07-21,127,2026-08-24T13:41:46+00:00
VIIRS_SNPP_SP,2019-07-22,2019-07-26,242,2026-08-24T13:41:47+00:00
VIIRS_SNPP_SP,2019-07-27,2019-07-31,180,2026-08-24T13:41:48+00:00
VIIRS_SNPP_SP,2019-08-01,2019-08-05,151,2026-08-24T13:41:48+00:00
VIIRS_SNPP_SP,2019-08-06,2019-08-10,104,2026-08-24T13:41:49+00:00
VIIRS_SNPP_SP,2019-08-11,2019-08-15,144,2026-08-24T13:41:50+00:00
VIIRS_SNPP_SP,2019-08-16,2019-08-20,163,2026-08-24T13:41:51+00:00
VIIRS_SNPP_SP,2019-08-21,2019-08-25,337,2026-08-24T13:41:52+00:00
VIIRS_SNPP_SP,2019-08-26,2019-08-30,266,2026-08-24T13:41:52+00:00
VIIRS_SNPP_SP,2019-08-31,2019-09-04,178,2026-08-24T13:41:53+00:00
VIIRS_SNPP_SP,2019-09-05,2019-09-09,146,2026-08-24T13:41:54+00:00
VIIRS_SNPP_SP,2019-09-10,2019-09-14,195,2026-08-24T13:41:54+00:00
VIIRS_SNPP_SP,2019-09-15,2019-09-19,271,2026-08-24T13:41:56+00:00
VIIRS_SNPP_SP,2019-09-20,2019-09-24,267,2026-08-24T13:41:56+00:00
VIIRS_SNPP_SP,2019-09-25,2019-09-29,76,2026-08-24T13:41:57+00:00
VIIRS_SNPP_SP,2019-09-30,2019-10-04,142,2026-08-24T13:41:58+00:00
VIIRS_SNPP_SP,2019-10-05,2019-10-09,133,2026-08-24T13:41:58+00:00
VIIRS_SNPP_SP,2019-10-10,2019-10-14,158,2026-08-24T13:41:59+00:00
VIIRS_SNPP_SP,2019-10-15,2019-10-19,106,2026-08-24T13:41:59+00:00
VIIRS_SNPP_SP,2019-10-20,2019-10-24,122,2026-08-24T13:42:00+00:00
VIIRS_SNPP_SP,2019-10-25,2019-10-29,224,2026-08-24T13:42:01+00:00
VIIRS_SNPP_SP,2019-10-30,2019-11-03,109,2026-08-24T13:42:01+00:00
VIIRS_SNPP_SP,2019-11-04,2019-11-08,122,2026-08-24T13:42:02+00:00
VIIRS_SNPP_SP,2019-11-09,2019-11-13,129,2026-08-24T13:42:03+00:00
VIIRS_SNPP_SP,2019-11-14,2019-11-18,111,2026-08-24T13:42:03+00:00
VIIRS_SNPP_SP,2019-11-19,2019-11-23,49,2026-08-24T13:42:04+00:00
VIIRS_SNPP_SP,2019-11-24,2019-11-28,2,2026-08-24T13:42:04+00:00
VIIRS_SNPP_SP,2019-11-29,2019-12-03,145,2026-08-24T13:42:05+00:00
VIIRS_SNPP_SP,2019-12-04,2019-12-08,96,2026-08-24T13:42:06+00:00
VIIRS_SNPP_SP,2019-12-09,2019-12-13,111,2026-08-24T13:42:06+00:00
VIIRS_SNPP_SP,2019-12-14,2019-12-18,97,2026-08-24T13:42:07+00:00
VIIRS_SNPP_SP,2019-12-19,2019-12-23,57,2026-08-24T13:42:08+00:00
VIIRS_SNPP_SP,2019-12-24,2019-12-28,68,2026-08-24T13:42:09+00:00
VIIRS_SNPP_SP,2019-12-29,2020-01-02,93,2026-08-24T13:42:10+00:00
